,img_path,species,ct_site
9073,nepal19_crops/2019_BZ15_040785_box1_goat.jpg,goat,BZ15
9074,nepal19_crops/2019_BZ15_040411_box3_goat.jpg,goat,BZ15
9075,nepal19_crops/2019_BZ15_040463_box3_goat.jpg,goat,BZ15
9077,nepal19_crops/2019_BZ15_040843_box0_goat.jpg,goat,BZ15
9081,nepal19_crops/2019_BZ15_040843_box1_goat.jpg,goat,BZ15
9083,nepal19_crops/2019_BZ15_040472_box0_goat.jpg,goat,BZ15
9094,nepal19_crops/2019_BZ15_040842_box1_goat.jpg,goat,BZ15
9095,nepal19_crops/2019_BZ15_040742_box0_domestic_cat.jpg,domestic_cat,BZ15
9097,nepal19_crops/2019_BZ15_003384_box1_buffalo.jpg,buffalo,BZ15
9108,nepal19_crops/2019_BZ15_040405_box2_buffalo.jpg,buffalo,BZ15
9109,nepal19_crops/2019_BZ15_003833_box0_jungle_cat.jpg,jungle_cat,BZ15
9110,nepal19_crops/2019_BZ15_040640_box2_goat.jpg,goat,BZ15
9113,nepal19_crops/2019_BZ15_004253_box0_goat.jpg,goat,BZ15
9124,nepal19_crops/2019_BZ15_040471_box1_goat.jpg,goat,BZ15
9130,nepal19_crops/2019_BZ15_040982_box1_goat.jpg,goat,BZ15
9135,nepal19_crops/2019_BZ15_040640_box1_goat.jpg,goat,BZ15
9137,nepal19_crops/2019_BZ15_041014_box0_goat.jpg,goat,BZ15
9143,nepal19_crops/2019_BZ15_040426_box3_buffalo.jpg,buffalo,BZ15
9144,nepal19_crops/2019_BZ15_040981_box0_goat.jpg,goat,BZ15
9147,nepal19_crops/2019_BZ15_046001_box2_buffalo.jpg,buffalo,BZ15
9157,nepal19_crops/2019_BZ15_040317_box1_buffalo.jpg,buffalo,BZ15
9164,nepal19_crops/2019_BZ15_041175_box0_goat.jpg,goat,BZ15
9168,nepal19_crops/2019_BZ15_040463_box2_buffalo.jpg,buffalo,BZ15
9175,nepal19_crops/2019_BZ15_003265_box0_cow.jpg,cow,BZ15
9177,nepal19_crops/2019_BZ15_041177_box0_jackal.jpg,jackal,BZ15
9178,nepal19_crops/2019_BZ15_040842_box0_goat.jpg,goat,BZ15
9179,nepal19_crops/2019_BZ15_040811_box0_buffalo.jpg,buffalo,BZ15
9185,nepal19_crops/2019_BZ15_041014_box1_goat.jpg,goat,BZ15
9187,nepal19_crops/2019_BZ15_040982_box0_goat.jpg,goat,BZ15
9188,nepal19_crops/2019_BZ15_040815_box0_jackal.jpg,jackal,BZ15
9199,nepal19_crops/2019_BZ15_003425_box1_buffalo.jpg,buffalo,BZ15
9205,nepal19_crops/2019_BZ15_043374_box0_jungle_cat.jpg,jungle_cat,BZ15
9207,nepal19_crops/2019_BZ15_040461_box1_buffalo.jpg,buffalo,BZ15
9211,nepal19_crops/2019_BZ15_003363_box0_buffalo.jpg,buffalo,BZ15
9212,nepal19_crops/2019_BZ15_040643_box1_goat.jpg,goat,BZ15
9213,nepal19_crops/2019_BZ15_003363_box1_buffalo.jpg,buffalo,BZ15
9215,nepal19_crops/2019_BZ15_040472_box1_goat.jpg,goat,BZ15
9222,nepal19_crops/2019_BZ15_042819_box2_cow.jpg,cow,BZ15
9223,nepal19_crops/2019_BZ15_040426_box2_goat.jpg,goat,BZ15
9226,nepal19_crops/2019_BZ15_040444_box0_buffalo.jpg,buffalo,BZ15
9229,nepal19_crops/2019_BZ15_040405_box0_goat.jpg,goat,BZ15
9246,nepal19_crops/2019_BZ15_040428_box1_goat.jpg,goat,BZ15
9247,nepal19_crops/2019_BZ15_003478_box0_bird.jpg,bird,BZ15
9257,nepal19_crops/2019_BZ15_041078_box1_goat.jpg,goat,BZ15
9258,nepal19_crops/2019_BZ15_046001_box0_buffalo.jpg,buffalo,BZ15
9259,nepal19_crops/2019_BZ15_044106_box0_cow.jpg,cow,BZ15
9262,nepal19_crops/2019_BZ15_040312_box3_buffalo.jpg,buffalo,BZ15
9263,nepal19_crops/2019_BZ15_003833_box1_jungle_cat.jpg,jungle_cat,BZ15
9265,nepal19_crops/2019_BZ15_040395_box1_buffalo.jpg,buffalo,BZ15
9270,nepal19_crops/2019_BZ15_040510_box1_goat.jpg,goat,BZ15
9275,nepal19_crops/2019_BZ15_003457_box0_wild_boar.jpg,wild_boar,BZ15
9278,nepal19_crops/2019_BZ15_041305_box0_jungle_cat.jpg,jungle_cat,BZ15
9282,nepal19_crops/2019_BZ15_040323_box0_jackal.jpg,jackal,BZ15
9285,nepal19_crops/2019_BZ15_040428_box0_buffalo.jpg,buffalo,BZ15
9288,nepal19_crops/2019_BZ15_040461_box0_buffalo.jpg,buffalo,BZ15
9289,nepal19_crops/2019_BZ15_040411_box1_buffalo.jpg,buffalo,BZ15
9292,nepal19_crops/2019_BZ15_040419_box3_buffalo.jpg,buffalo,BZ15
9295,nepal19_crops/2019_BZ15_003384_box2_buffalo.jpg,buffalo,BZ15
9297,nepal19_crops/2019_BZ15_041122_box0_buffalo.jpg,buffalo,BZ15
9298,nepal19_crops/2019_BZ15_040350_box0_buffalo.jpg,buffalo,BZ15
9314,nepal19_crops/2019_BZ15_040371_box0_buffalo.jpg,buffalo,BZ15
9322,nepal19_crops/2019_BZ15_044432_box2_buffalo.jpg,buffalo,BZ15
9331,nepal19_crops/2019_BZ15_040458_box2_buffalo.jpg,buffalo,BZ15
9336,nepal19_crops/2019_BZ15_041121_box2_goat.jpg,goat,BZ15
9338,nepal19_crops/2019_BZ15_040312_box2_buffalo.jpg,buffalo,BZ15
9343,nepal19_crops/2019_BZ15_040819_box0_buffalo.jpg,buffalo,BZ15
9354,nepal19_crops/2019_BZ15_041090_box0_goat.jpg,goat,BZ15
9356,nepal19_crops/2019_BZ15_002920_box0_dog.jpg,dog,BZ15
9360,nepal19_crops/2019_BZ15_041175_box1_goat.jpg,goat,BZ15
9361,nepal19_crops/2019_BZ15_003362_box0_buffalo.jpg,buffalo,BZ15
9365,nepal19_crops/2019_BZ15_004252_box0_goat.jpg,goat,BZ15
9370,nepal19_crops/2019_BZ15_003428_box1_buffalo.jpg,buffalo,BZ15
9371,nepal19_crops/2019_BZ15_003428_box0_buffalo.jpg,buffalo,BZ15
9374,nepal19_crops/2019_BZ15_040411_box0_buffalo.jpg,buffalo,BZ15
9375,nepal19_crops/2019_BZ15_040415_box0_buffalo.jpg,buffalo,BZ15
9376,nepal19_crops/2019_BZ15_040435_box2_goat.jpg,goat,BZ15
9379,nepal19_crops/2019_BZ15_040349_box0_buffalo.jpg,buffalo,BZ15
9385,nepal19_crops/2019_BZ15_040420_box5_buffalo.jpg,buffalo,BZ15
9389,nepal19_crops/2019_BZ15_003388_box0_jungle_cat.jpg,jungle_cat,BZ15
9405,nepal19_crops/2019_BZ15_040500_box3_goat.jpg,goat,BZ15
9406,nepal19_crops/2019_BZ15_040411_box2_goat.jpg,goat,BZ15
9409,nepal19_crops/2019_BZ15_040390_box2_buffalo.jpg,buffalo,BZ15
9420,nepal19_crops/2019_BZ15_040642_box4_buffalo.jpg,buffalo,BZ15
9421,nepal19_crops/2019_BZ15_040422_box2_buffalo.jpg,buffalo,BZ15
9425,nepal19_crops/2019_BZ15_041127_box0_buffalo.jpg,buffalo,BZ15
9428,nepal19_crops/2019_BZ15_040395_box0_buffalo.jpg,buffalo,BZ15
9433,nepal19_crops/2019_BZ15_041090_box1_goat.jpg,goat,BZ15
9435,nepal19_crops/2019_BZ15_041091_box0_goat.jpg,goat,BZ15
9437,nepal19_crops/2019_BZ15_040323_box1_jackal.jpg,jackal,BZ15
9440,nepal19_crops/2019_BZ15_040503_box2_buffalo.jpg,buffalo,BZ15
9447,nepal19_crops/2019_BZ15_044432_box1_buffalo.jpg,buffalo,BZ15
9456,nepal19_crops/2019_BZ15_040888_box1_goat.jpg,goat,BZ15
9465,nepal19_crops/2019_BZ15_040470_box0_goat.jpg,goat,BZ15
9470,nepal19_crops/2019_BZ15_041182_box0_buffalo.jpg,buffalo,BZ15
9471,nepal19_crops/2019_BZ15_041131_box0_buffalo.jpg,buffalo,BZ15
9476,nepal19_crops/2019_BZ15_040371_box1_buffalo.jpg,buffalo,BZ15
9483,nepal19_crops/2019_BZ15_040868_box0_buffalo.jpg,buffalo,BZ15
9485,nepal19_crops/2019_BZ15_040500_box1_buffalo.jpg,buffalo,BZ15
9487,nepal19_crops/2019_BZ15_040878_box1_goat.jpg,goat,BZ15
9488,nepal19_crops/2019_BZ15_003365_box1_buffalo.jpg,buffalo,BZ15
9489,nepal19_crops/2019_BZ15_044432_box4_buffalo.jpg,buffalo,BZ15
9493,nepal19_crops/2019_BZ15_040458_box0_goat.jpg,goat,BZ15
9499,nepal19_crops/2019_BZ15_040393_box1_buffalo.jpg,buffalo,BZ15
9500,nepal19_crops/2019_BZ15_040393_box0_buffalo.jpg,buffalo,BZ15
9501,nepal19_crops/2019_BZ15_041150_box0_goat.jpg,goat,BZ15
9507,nepal19_crops/2019_BZ15_003364_box2_buffalo.jpg,buffalo,BZ15
9508,nepal19_crops/2019_BZ15_040819_box2_goat.jpg,goat,BZ15
9516,nepal19_crops/2019_BZ15_040492_box3_goat.jpg,goat,BZ15
9523,nepal19_crops/2019_BZ15_041172_box1_goat.jpg,goat,BZ15
9524,nepal19_crops/2019_BZ15_003341_box1_buffalo.jpg,buffalo,BZ15
9527,nepal19_crops/2019_BZ15_003378_box1_buffalo.jpg,buffalo,BZ15
9531,nepal19_crops/2019_BZ15_040493_box4_goat.jpg,goat,BZ15
9533,nepal19_crops/2019_BZ15_003425_box0_buffalo.jpg,buffalo,BZ15
9537,nepal19_crops/2019_BZ15_040738_box1_goat.jpg,goat,BZ15
9538,nepal19_crops/2019_BZ15_040392_box0_buffalo.jpg,buffalo,BZ15
9545,nepal19_crops/2019_BZ15_040445_box1_buffalo.jpg,buffalo,BZ15
9550,nepal19_crops/2019_BZ15_040395_box2_goat.jpg,goat,BZ15
9552,nepal19_crops/2019_BZ15_040864_box1_goat.jpg,goat,BZ15
9555,nepal19_crops/2019_BZ15_040350_box1_buffalo.jpg,buffalo,BZ15
9565,nepal19_crops/2019_BZ15_003341_box2_buffalo.jpg,buffalo,BZ15
9567,nepal19_crops/2019_BZ15_040471_box0_buffalo.jpg,buffalo,BZ15
9569,nepal19_crops/2019_BZ15_003365_box0_buffalo.jpg,buffalo,BZ15
9575,nepal19_crops/2019_BZ15_003068_box0_jungle_cat.jpg,jungle_cat,BZ15
9578,nepal19_crops/2019_BZ15_040509_box1_goat.jpg,goat,BZ15
9580,nepal19_crops/2019_BZ15_041078_box0_goat.jpg,goat,BZ15
9582,nepal19_crops/2019_BZ15_040349_box1_buffalo.jpg,buffalo,BZ15
9585,nepal19_crops/2019_BZ15_040422_box3_buffalo.jpg,buffalo,BZ15
9587,nepal19_crops/2019_BZ15_041150_box1_goat.jpg,goat,BZ15
9590,nepal19_crops/2019_BZ15_040864_box0_goat.jpg,goat,BZ15
9592,nepal19_crops/2019_BZ15_003301_box1_cow.jpg,cow,BZ15
9595,nepal19_crops/2019_BZ15_040476_box0_goat.jpg,goat,BZ15
9599,nepal19_crops/2019_BZ15_003310_box1_cow.jpg,cow,BZ15
9601,nepal19_crops/2019_BZ15_040385_box1_buffalo.jpg,buffalo,BZ15
9607,nepal19_crops/2019_BZ15_040500_box2_goat.jpg,goat,BZ15
9616,nepal19_crops/2019_BZ15_040428_box3_buffalo.jpg,buffalo,BZ15
9619,nepal19_crops/2019_BZ15_040435_box1_buffalo.jpg,buffalo,BZ15
9621,nepal19_crops/2019_BZ15_003648_box0_jackal.jpg,jackal,BZ15
9627,nepal19_crops/2019_BZ15_003364_box1_buffalo.jpg,buffalo,BZ15
9637,nepal19_crops/2019_BZ15_040492_box2_buffalo.jpg,buffalo,BZ15
9639,nepal19_crops/2019_BZ15_040510_box0_goat.jpg,goat,BZ15
9645,nepal19_crops/2019_BZ15_041172_box2_goat.jpg,goat,BZ15
9648,nepal19_crops/2019_BZ15_003344_box1_buffalo.jpg,buffalo,BZ15
9651,nepal19_crops/2019_BZ15_003378_box2_buffalo.jpg,buffalo,BZ15
9654,nepal19_crops/2019_BZ15_040503_box1_buffalo.jpg,buffalo,BZ15
9660,nepal19_crops/2019_BZ15_040415_box1_buffalo.jpg,buffalo,BZ15
9662,nepal19_crops/2019_BZ15_003653_box0_jackal.jpg,jackal,BZ15
9663,nepal19_crops/2019_BZ15_040642_box5_buffalo.jpg,buffalo,BZ15
9669,nepal19_crops/2019_BZ15_041058_box0_goat.jpg,goat,BZ15
9670,nepal19_crops/2019_BZ15_040469_box0_buffalo.jpg,buffalo,BZ15
9677,nepal19_crops/2019_BZ15_040476_box2_buffalo.jpg,buffalo,BZ15
9683,nepal19_crops/2019_BZ15_003362_box1_buffalo.jpg,buffalo,BZ15
9684,nepal19_crops/2019_BZ15_003356_box2_buffalo.jpg,buffalo,BZ15
9687,nepal19_crops/2019_BZ15_046001_box4_buffalo.jpg,buffalo,BZ15
9689,nepal19_crops/2019_BZ15_040500_box4_buffalo.jpg,buffalo,BZ15
9693,nepal19_crops/2019_BZ15_040878_box0_buffalo.jpg,buffalo,BZ15
9694,nepal19_crops/2019_BZ15_040449_box1_buffalo.jpg,buffalo,BZ15
9697,nepal19_crops/2019_BZ15_040888_box0_goat.jpg,goat,BZ15
9699,nepal19_crops/2019_BZ15_040738_box2_goat.jpg,goat,BZ15
9702,nepal19_crops/2019_BZ15_040642_box3_goat.jpg,goat,BZ15
9705,nepal19_crops/2019_BZ15_040645_box1_buffalo.jpg,buffalo,BZ15
9707,nepal19_crops/2019_BZ15_040642_box2_goat.jpg,goat,BZ15
9715,nepal19_crops/2019_BZ15_040624_box1_goat.jpg,goat,BZ15
9718,nepal19_crops/2019_BZ15_040785_box0_goat.jpg,goat,BZ15
9722,nepal19_crops/2019_BZ15_040493_box1_buffalo.jpg,buffalo,BZ15
9728,nepal19_crops/2019_BZ15_040643_box0_goat.jpg,goat,BZ15
9736,nepal19_crops/2019_BZ15_040449_box0_goat.jpg,goat,BZ15
9748,nepal19_crops/2019_BZ15_040903_box1_goat.jpg,goat,BZ15
9753,nepal19_crops/2019_BZ15_040385_box0_buffalo.jpg,buffalo,BZ15
9755,nepal19_crops/2019_BZ15_040392_box1_buffalo.jpg,buffalo,BZ15
9759,nepal19_crops/2019_BZ15_040492_box4_buffalo.jpg,buffalo,BZ15
9763,nepal19_crops/2019_BZ15_045783_box0_buffalo.jpg,buffalo,BZ15
9778,nepal19_crops/2019_BZ15_041182_box1_buffalo.jpg,buffalo,BZ15
9783,nepal19_crops/2019_BZ15_040624_box2_goat.jpg,goat,BZ15
9786,nepal19_crops/2019_BZ15_040645_box2_buffalo.jpg,buffalo,BZ15
9794,nepal19_crops/2019_BZ15_003344_box2_buffalo.jpg,buffalo,BZ15
9795,nepal19_crops/2019_BZ15_003356_box1_buffalo.jpg,buffalo,BZ15
9797,nepal19_crops/2019_BZ15_040476_box1_buffalo.jpg,buffalo,BZ15
9798,nepal19_crops/2019_BZ15_040424_box3_buffalo.jpg,buffalo,BZ15
9803,nepal19_crops/2019_BZ15_004251_box0_goat.jpg,goat,BZ15
9804,nepal19_crops/2019_BZ15_040449_box3_buffalo.jpg,buffalo,BZ15
9811,nepal19_crops/2019_BZ15_040346_box2_buffalo.jpg,buffalo,BZ15
9817,nepal19_crops/2019_BZ15_040395_box3_goat.jpg,goat,BZ15
9826,nepal19_crops/2019_BZ15_041303_box0_jungle_cat.jpg,jungle_cat,BZ15
9830,nepal19_crops/2019_BZ15_040493_box2_buffalo.jpg,buffalo,BZ15
9842,nepal19_crops/2019_BZ15_040492_box0_goat.jpg,goat,BZ15
9845,nepal19_crops/2019_BZ15_040440_box2_goat.jpg,goat,BZ15
9846,nepal19_crops/2019_BZ15_044108_box0_cow.jpg,cow,BZ15
9860,nepal19_crops/2019_BZ15_040440_box1_buffalo.jpg,buffalo,BZ15
9862,nepal19_crops/2019_BZ15_040338_box1_buffalo.jpg,buffalo,BZ15
9863,nepal19_crops/2019_BZ15_040435_box0_buffalo.jpg,buffalo,BZ15
9870,nepal19_crops/2019_BZ15_040853_box1_goat.jpg,goat,BZ15
9871,nepal19_crops/2019_BZ15_040819_box1_goat.jpg,goat,BZ15
9872,nepal19_crops/2019_BZ15_040440_box3_buffalo.jpg,buffalo,BZ15
9878,nepal19_crops/2019_BZ15_040624_box0_goat.jpg,goat,BZ15
9885,nepal19_crops/2019_BZ15_040420_box3_buffalo.jpg,buffalo,BZ15
9886,nepal19_crops/2019_BZ15_003278_box0_cow.jpg,cow,BZ15
9891,nepal19_crops/2019_BZ15_040419_box4_buffalo.jpg,buffalo,BZ15
9893,nepal19_crops/2019_BZ15_003323_box0_jungle_cat.jpg,jungle_cat,BZ15
9894,nepal19_crops/2019_BZ15_040422_box10_goat.jpg,goat,BZ15
9895,nepal19_crops/2019_BZ15_040483_box1_buffalo.jpg,buffalo,BZ15
9897,nepal19_crops/2019_BZ15_003603_box0_jackal.jpg,jackal,BZ15
9899,nepal19_crops/2019_BZ15_040684_box0_buffalo.jpg,buffalo,BZ15
9903,nepal19_crops/2019_BZ15_041415_box0_jackal.jpg,jackal,BZ15
9904,nepal19_crops/2019_BZ15_040424_box1_goat.jpg,goat,BZ15
9906,nepal19_crops/2019_BZ15_040471_box2_goat.jpg,goat,BZ15
9908,nepal19_crops/2019_BZ15_002892_box0_bird.jpg,bird,BZ15
9912,nepal19_crops/2019_BZ15_040346_box1_buffalo.jpg,buffalo,BZ15
9918,nepal19_crops/2019_BZ15_044397_box0_buffalo.jpg,buffalo,BZ15
9919,nepal19_crops/2019_BZ15_040472_box2_buffalo.jpg,buffalo,BZ15
9922,nepal19_crops/2019_BZ15_040338_box2_buffalo.jpg,buffalo,BZ15
9923,nepal19_crops/2019_BZ15_040391_box2_buffalo.jpg,buffalo,BZ15
9927,nepal19_crops/2019_BZ15_046526_box0_goat.jpg,goat,BZ15
9929,nepal19_crops/2019_BZ15_041121_box1_goat.jpg,goat,BZ15
9930,nepal19_crops/2019_BZ15_040509_box2_goat.jpg,goat,BZ15
9935,nepal19_crops/2019_BZ15_040390_box1_buffalo.jpg,buffalo,BZ15
9936,nepal19_crops/2019_BZ15_040747_box0_buffalo.jpg,buffalo,BZ15
9937,nepal19_crops/2019_BZ15_040415_box2_goat.jpg,goat,BZ15
9942,nepal19_crops/2019_BZ15_040424_box2_buffalo.jpg,buffalo,BZ15
9943,nepal19_crops/2019_BZ15_040747_box1_buffalo.jpg,buffalo,BZ15
9944,nepal19_crops/2019_BZ15_002917_box0_bird.jpg,bird,BZ15
9946,nepal19_crops/2019_BZ15_046001_box3_buffalo.jpg,buffalo,BZ15
9952,nepal19_crops/2019_BZ15_040391_box1_buffalo.jpg,buffalo,BZ15
9954,nepal19_crops/2019_BZ15_040503_box0_goat.jpg,goat,BZ15
9959,nepal19_crops/2019_BZ16_041104_box0_cow.jpg,cow,BZ16
9964,nepal19_crops/2019_BZ16_042344_box0_bird.jpg,bird,BZ16
9969,nepal19_crops/2019_BZ16_041023_box1_goat.jpg,goat,BZ16
9973,nepal19_crops/2019_BZ16_040581_box3_goat.jpg,goat,BZ16
9974,nepal19_crops/2019_BZ16_058856_box0_cow.jpg,cow,BZ16
9978,nepal19_crops/2019_BZ16_040057_box5_goat.jpg,goat,BZ16
9984,nepal19_crops/2019_BZ16_040057_box3_goat.jpg,goat,BZ16
9985,nepal19_crops/2019_BZ16_040581_box0_goat.jpg,goat,BZ16
9992,nepal19_crops/2019_BZ16_041003_box1_goat.jpg,goat,BZ16
9993,nepal19_crops/2019_BZ16_041003_box3_goat.jpg,goat,BZ16
9994,nepal19_crops/2019_BZ16_054143_box0_goat.jpg,goat,BZ16
9995,nepal19_crops/2019_BZ16_040581_box2_goat.jpg,goat,BZ16
9996,nepal19_crops/2019_BZ16_040581_box1_goat.jpg,goat,BZ16
9997,nepal19_crops/2019_BZ16_041003_box0_goat.jpg,goat,BZ16
10000,nepal19_crops/2019_BZ16_040057_box4_goat.jpg,goat,BZ16
10011,nepal19_crops/2019_BZ16_040417_box3_cow.jpg,cow,BZ16
10014,nepal19_crops/2019_BZ16_040057_box1_goat.jpg,goat,BZ16
10016,nepal19_crops/2019_BZ16_002390_box0_bird.jpg,bird,BZ16
10021,nepal19_crops/2019_BZ16_041003_box2_goat.jpg,goat,BZ16
10022,nepal19_crops/2019_BZ16_041014_box1_goat.jpg,goat,BZ16
10025,nepal19_crops/2019_BZ16_053899_box1_goat.jpg,goat,BZ16
10035,nepal19_crops/2019_BZ16_040489_box0_buffalo.jpg,buffalo,BZ16
10040,nepal19_crops/2019_BZ16_006265_box0_jackal.jpg,jackal,BZ16
10041,nepal19_crops/2019_BZ16_040812_box0_goat.jpg,goat,BZ16
10042,nepal19_crops/2019_BZ16_002302_box0_bird.jpg,bird,BZ16
10047,nepal19_crops/2019_BZ16_020028_box0_jackal.jpg,jackal,BZ16
10057,nepal19_crops/2019_BZ16_040768_box0_buffalo.jpg,buffalo,BZ16
10070,nepal19_crops/2019_BZ16_040417_box0_cow.jpg,cow,BZ16
10072,nepal19_crops/2019_BZ16_040057_box7_goat.jpg,goat,BZ16
10075,nepal19_crops/2019_BZ16_040308_box0_cow.jpg,cow,BZ16
10076,nepal19_crops/2019_BZ16_041014_box2_goat.jpg,goat,BZ16
10078,nepal19_crops/2019_BZ16_040057_box2_goat.jpg,goat,BZ16
10082,nepal19_crops/2019_BZ16_015707_box0_jackal.jpg,jackal,BZ16
10086,nepal19_crops/2019_BZ16_040057_box0_goat.jpg,goat,BZ16
10088,nepal19_crops/2019_BZ16_041023_box0_goat.jpg,goat,BZ16
10089,nepal19_crops/2019_BZ16_054143_box3_goat.jpg,goat,BZ16
10101,nepal19_crops/2019_BZ16_040417_box1_cow.jpg,cow,BZ16
10104,nepal19_crops/2019_BZ16_020021_box0_jackal.jpg,jackal,BZ16
10107,nepal19_crops/2019_BZ16_040206_box2_cow.jpg,cow,BZ16
10109,nepal19_crops/2019_BZ16_040812_box1_goat.jpg,goat,BZ16
10111,nepal19_crops/2019_BZ16_040313_box1_cow.jpg,cow,BZ16
10115,nepal19_crops/2019_BZ16_041086_box0_goat.jpg,goat,BZ16
10127,nepal19_crops/2019_BZ16_053899_box0_goat.jpg,goat,BZ16
10130,nepal19_crops/2019_BZ16_054143_box1_goat.jpg,goat,BZ16
10137,nepal19_crops/2019_BZ16_040313_box0_cow.jpg,cow,BZ16
10148,nepal19_crops/2019_BZ16_040528_box0_buffalo.jpg,buffalo,BZ16
10151,nepal19_crops/2019_BZ16_054143_box2_goat.jpg,goat,BZ16
10154,nepal19_crops/2019_BZ16_040065_box2_goat.jpg,goat,BZ16
10160,nepal19_crops/2019_BZ16_020017_box0_jackal.jpg,jackal,BZ16
10162,nepal19_crops/2019_BZ16_041086_box2_goat.jpg,goat,BZ16
10166,nepal19_crops/2019_BZ16_040206_box1_cow.jpg,cow,BZ16
10168,nepal19_crops/2019_BZ16_040057_box6_goat.jpg,goat,BZ16
10176,nepal19_crops/2019_BZ16_005116_box0_jackal.jpg,jackal,BZ16
10180,nepal19_crops/2019_BZ16_040065_box0_goat.jpg,goat,BZ16
10184,nepal19_crops/2019_BZ16_040417_box2_cow.jpg,cow,BZ16
10187,nepal19_crops/2019_BZ16_040206_box0_cow.jpg,cow,BZ16
10189,nepal19_crops/2019_BZ16_041086_box1_goat.jpg,goat,BZ16
10190,nepal19_crops/2019_BZ16_040065_box1_goat.jpg,goat,BZ16
10191,nepal19_crops/2019_BZ16_040206_box3_cow.jpg,cow,BZ16
10195,nepal19_crops/2019_BZ17_001908_box8_goat.jpg,goat,BZ17
10196,nepal19_crops/2019_BZ17_003016_box6_goat.jpg,goat,BZ17
10198,nepal19_crops/2019_BZ17_002818_box2_goat.jpg,goat,BZ17
10199,nepal19_crops/2019_BZ17_003968_box6_goat.jpg,goat,BZ17
10200,nepal19_crops/2019_BZ17_003968_box9_goat.jpg,goat,BZ17
10201,nepal19_crops/2019_BZ17_001707_box2_goat.jpg,goat,BZ17
10202,nepal19_crops/2019_BZ17_002186_box8_goat.jpg,goat,BZ17
10203,nepal19_crops/2019_BZ17_001707_box17_sheep.jpg,sheep,BZ17
10204,nepal19_crops/2019_BZ17_002551_box1_goat.jpg,goat,BZ17
10205,nepal19_crops/2019_BZ17_001493_box6_goat.jpg,goat,BZ17
10206,nepal19_crops/2019_BZ17_003968_box15_goat.jpg,goat,BZ17
10208,nepal19_crops/2019_BZ17_001081_box3_goat.jpg,goat,BZ17
10209,nepal19_crops/2019_BZ17_003593_box5_goat.jpg,goat,BZ17
10211,nepal19_crops/2019_BZ17_001839_box0_buffalo.jpg,buffalo,BZ17
10212,nepal19_crops/2019_BZ17_001949_box1_buffalo.jpg,buffalo,BZ17
10213,nepal19_crops/2019_BZ17_002186_box6_goat.jpg,goat,BZ17
10214,nepal19_crops/2019_BZ17_040691_box16_goat.jpg,goat,BZ17
10216,nepal19_crops/2019_BZ17_001707_box12_goat.jpg,goat,BZ17
10217,nepal19_crops/2019_BZ17_003593_box20_goat.jpg,goat,BZ17
10218,nepal19_crops/2019_BZ17_001493_box1_goat.jpg,goat,BZ17
10219,nepal19_crops/2019_BZ17_003841_box2_goat.jpg,goat,BZ17
10221,nepal19_crops/2019_BZ17_004489_box3_goat.jpg,goat,BZ17
10222,nepal19_crops/2019_BZ17_001479_box5_goat.jpg,goat,BZ17
10223,nepal19_crops/2019_BZ17_001908_box12_goat.jpg,goat,BZ17
10224,nepal19_crops/2019_BZ17_002575_box4_goat.jpg,goat,BZ17
10225,nepal19_crops/2019_BZ17_000731_box10_goat.jpg,goat,BZ17
10226,nepal19_crops/2019_BZ17_000890_box0_goat.jpg,goat,BZ17
10227,nepal19_crops/2019_BZ17_001707_box14_goat.jpg,goat,BZ17
10228,nepal19_crops/2019_BZ17_002186_box3_goat.jpg,goat,BZ17
10229,nepal19_crops/2019_BZ17_000825_box2_goat.jpg,goat,BZ17
10230,nepal19_crops/2019_BZ17_002403_box5_goat.jpg,goat,BZ17
10231,nepal19_crops/2019_BZ17_001908_box3_sheep.jpg,sheep,BZ17
10233,nepal19_crops/2019_BZ17_001839_box9_buffalo.jpg,buffalo,BZ17
10234,nepal19_crops/2019_BZ17_001081_box7_goat.jpg,goat,BZ17
10235,nepal19_crops/2019_BZ17_003968_box1_goat.jpg,goat,BZ17
10237,nepal19_crops/2019_BZ17_003841_box8_goat.jpg,goat,BZ17
10238,nepal19_crops/2019_BZ17_001235_box5_goat.jpg,goat,BZ17
10239,nepal19_crops/2019_BZ17_001707_box10_goat.jpg,goat,BZ17
10240,nepal19_crops/2019_BZ17_001235_box7_goat.jpg,goat,BZ17
10241,nepal19_crops/2019_BZ17_001949_box0_buffalo.jpg,buffalo,BZ17
10242,nepal19_crops/2019_BZ17_002333_box1_goat.jpg,goat,BZ17
10243,nepal19_crops/2019_BZ17_000731_box8_goat.jpg,goat,BZ17
10244,nepal19_crops/2019_BZ17_040691_box17_goat.jpg,goat,BZ17
10245,nepal19_crops/2019_BZ17_004489_box2_goat.jpg,goat,BZ17
10246,nepal19_crops/2019_BZ17_003087_box10_goat.jpg,goat,BZ17
10247,nepal19_crops/2019_BZ17_002186_box5_goat.jpg,goat,BZ17
10248,nepal19_crops/2019_BZ17_000890_box1_goat.jpg,goat,BZ17
10249,nepal19_crops/2019_BZ17_000731_box9_goat.jpg,goat,BZ17
10251,nepal19_crops/2019_BZ17_003968_box13_goat.jpg,goat,BZ17
10252,nepal19_crops/2019_BZ17_004426_box0_goat.jpg,goat,BZ17
10253,nepal19_crops/2019_BZ17_001479_box0_goat.jpg,goat,BZ17
10254,nepal19_crops/2019_BZ17_000877_box1_goat.jpg,goat,BZ17
